annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_m2,age_bien_estime,annee_publication,mois_publication,trimestre_publication,nom_mois_publication,categorie_surface,categorie_prix,segment_marche
ANO000202,2023-03-21,Villa moderne Kenitra,kenitra,centre,villa,vente,8033456.79,283.07,5,2,0,2024,28379.75338255555,2,2023,3,1,March,Grand (> 150 m²),Luxury,Market Standard
ANO000865,2024-10-08,Appartement moderne Kenitra,kenitra,centre,appartement,vente,544861.19,86.45,4,2,7,2012,6302.616425679583,14,2024,10,4,October,Moyen (80-150 m²),High standard,Market Standard
ANO001032,2023-06-12,Villa 180m² Meknès,meknès,inconnu,villa,vente,6629414.96,180.89,3,2,0,2012,36648.874785781416,14,2023,6,2,June,Grand (> 150 m²),Luxury,Market Standard
ANO000151,2023-06-11,Villa moderne Meknès,meknès,ville nouvelle,villa,vente,5905981.35,326.41,5,2,0,2002,18093.751263748043,24,2023,6,2,June,Grand (> 150 m²),Luxury,Market Standard
ANO000515,2023-10-24,Appartement à location - Agadir,agadir,centre,appartement,location,10658.01,73.57,3,2,2,2011,144.86896832948213,15,2023,10,4,October,Petit (< 80 m²),Medium,Market Standard
ANO000250,2023-07-17,Beau Duplex Tanger,tanger,iberia,duplex,vente,1346770.24,119.42,2,2,7,1998,11277.593702897337,28,2023,7,3,July,Moyen (80-150 m²),Medium,Market Standard
ANO001122,2023-10-02,Villa à vente - Marrakech,marrakech,inconnu,villa,vente,1522276.25,193.28,4,2,0,2024,7876.015366307947,2,2023,10,4,October,Grand (> 150 m²),Medium,Market Standard
ANO000485,2023-11-23,Beau Appartement Tétouan,tétouan,m'diq,appartement,vente,2096301.27,150.04,3,2,3,2014,13971.616035723808,12,2023,11,4,November,Grand (> 150 m²),Luxury,Exception (Luxury/Grand)
ANO000224,2024-08-28,Villa moderne Tétouan,tétouan,inconnu,villa,vente,2745753.43,349.69,4,2,0,1993,7851.964397037376,33,2024,8,3,August,Grand (> 150 m²),High standard,Market Standard
ANO000634,2024-07-15,Beau Villa Meknès,meknès,hamria,villa,vente,2052259.84,305.76,4,2,0,2007,6711.9958137101,19,2024,7,3,July,Grand (> 150 m²),Medium,Market Standard
ANO000857,2024-05-05,Beau Villa Rabat,rabat,souissi,villa,vente,2629225.56,231.23,6,4,0,2000,11370.607447130564,26,2024,5,2,May,Grand (> 150 m²),High standard,Market Standard
ANO000896,2023-11-10,Appartement moderne Tétouan,tétouan,inconnu,appartement,vente,587938.71,96.73,2,1,2,1997,6078.142355008787,29,2023,11,4,November,Moyen (80-150 m²),High standard,Market Standard
ANO000419,2023-12-01,Villa à vente - Meknès,meknès,hamria,villa,vente,7841503.49,153.23,6,4,0,2023,51174.727468511395,3,2023,12,4,December,Grand (> 150 m²),Luxury,Market Standard
ANO000823,2024-11-17,Villa moderne Fès,fès,medina,villa,location,7273.43,253.04,3,2,0,2010,28.744190641795765,16,2024,11,4,November,Grand (> 150 m²),Economy,Market Standard
ANO001257,2024-03-02,Villa 205m² Hassan,rabat,hassan,villa,vente,2532351.37,205.77,4,3,0,2015,12306.708315109103,11,2024,3,1,March,Grand (> 150 m²),High standard,Market Standard
ANO001458,2023-09-22,Appartement à vente - Fès,fès,zouagha,appartement,vente,484474.98,57.7,3,2,5,2002,8396.446793760831,24,2023,9,3,September,Petit (< 80 m²),Medium,Market Standard
ANO000552,2023-10-19,Beau Appartement Meknès,meknès,ville nouvelle,appartement,location,7434.93,93.46,2,1,4,2007,79.55200085598118,19,2023,10,4,October,Moyen (80-150 m²),Economy,Market Standard
ANO000963,2023-06-18,Appartement 119m² Agadir,agadir,inconnu,appartement,location,1947.4,119.71,3,2,7,2006,16.267646813131737,20,2023,6,2,June,Moyen (80-150 m²),Economy,Market Standard
ANO000885,2023-09-08,Villa à vente - Casablanca,casablanca,inconnu,villa,vente,2455396.04,332.45,4,2,0,1990,7385.760385020304,36,2023,9,3,September,Grand (> 150 m²),High standard,Market Standard
ANO000904,2024-06-27,Beau Bureau Fès,fès,medina,bureau,vente,1825365.34,87.26,0,0,8,2022,20918.695163878067,4,2024,6,2,June,Moyen (80-150 m²),Luxury,Market Standard
ANO001366,2023-09-01,Appartement 99m² M'diq,tétouan,m'diq,appartement,vente,426165.37,99.89,2,2,4,2005,4266.346681349484,21,2023,9,3,September,Moyen (80-150 m²),Medium,Market Standard
ANO000749,2023-01-28,Beau Appartement Rabat,rabat,ocean,appartement,vente,744065.51,87.61,3,1,0,1986,8492.92900353841,40,2023,1,1,January,Moyen (80-150 m²),Luxury,Market Standard
ANO001244,2023-06-27,Beau Terrain Tanger,tanger,centre ville,terrain,vente,105156.84,402.96,0,0,0,2003,260.9609886837403,23,2023,6,2,June,Grand (> 150 m²),Medium,Market Standard
ANO001238,2023-12-18,Appartement moderne Casablanca,casablanca,ain diab,appartement,vente,1473673.67,92.03,2,1,5,2004,16012.970444420296,22,2023,12,4,December,Moyen (80-150 m²),Luxury,Market Standard
ANO001281,2023-07-29,Villa à vente - Agadir,agadir,centre,villa,vente,1892838.43,193.22,6,4,0,2017,9796.28625401097,9,2023,7,3,July,Grand (> 150 m²),Medium,Market Standard
ANO000977,2024-05-31,Appartement 109m² Kenitra,kenitra,inconnu,appartement,location,10524.99,109.64,3,1,0,2016,95.99589565851879,10,2024,5,2,May,Moyen (80-150 m²),Medium,Market Standard
ANO000398,2023-04-08,Appartement moderne Meknès,meknès,hamria,appartement,location,1559.67,69.97,3,2,6,2012,22.290553094183224,14,2023,4,2,April,Petit (< 80 m²),Economy,Market Standard
ANO001438,2024-04-06,Beau Appartement Marrakech,marrakech,gueliz,appartement,location,1362.06,97.37,2,1,2,2010,13.988497483824585,16,2024,4,2,April,Moyen (80-150 m²),Economy,Market Standard
ANO001390,2023-06-06,Appartement 109m² Kenitra,kenitra,inconnu,appartement,vente,520433.99,109.66,2,1,0,2004,4745.887196790079,22,2023,6,2,June,Moyen (80-150 m²),High standard,Market Standard
ANO000370,2024-05-31,Appartement à vente - Meknès,meknès,ville nouvelle,appartement,vente,423590.13,69.41,2,2,2,2024,6102.7248235124625,2,2024,5,2,May,Petit (< 80 m²),Medium,Market Standard
ANO000487,2024-11-18,Appartement à location - Rabat,rabat,inconnu,appartement,location,2819.08,101.83,3,1,2,1997,27.684179514877737,29,2024,11,4,November,Moyen (80-150 m²),Economy,Market Standard
ANO001286,2024-07-04,Appartement moderne Rabat,rabat,hassan,appartement,vente,531844.09,50.11,3,1,5,2008,10613.532029535023,18,2024,7,3,July,Petit (< 80 m²),High standard,Market Standard
ANO000119,2023-09-16,Beau Appartement Marrakech,marrakech,targa,appartement,location,2190.87,59.94,4,2,4,2009,36.55105105105105,17,2023,9,3,September,Petit (< 80 m²),Economy,Market Standard
ANO000966,2024-10-19,Beau Appartement Kenitra,kenitra,inconnu,appartement,vente,1021148.52,32.9,2,2,0,2012,31037.948936170214,14,2024,10,4,October,Petit (< 80 m²),Luxury,Market Standard
ANO001218,2024-02-01,Terrain 353m² Hay Mohammadi,agadir,hay mohammadi,terrain,vente,965239.27,353.37,0,0,0,2003,2731.5257944930245,23,2024,2,1,February,Grand (> 150 m²),Luxury,Market Standard
ANO001360,2023-07-03,Beau Villa Kenitra,kenitra,hay essalam,villa,vente,1196271.57,218.93,25,13,0,2007,5464.1737998447,19,2023,7,3,July,Grand (> 150 m²),Medium,Market Standard
ANO001118,2023-10-05,Villa à vente - Meknès,meknès,ville nouvelle,villa,vente,5488638.18,284.27,3,1,0,2010,19307.834734583317,16,2023,10,4,October,Grand (> 150 m²),Luxury,Market Standard
ANO000507,2024-06-01,Appartement à vente - Oujda,oujda,centre,appartement,vente,427097.58,131.35,2,2,5,2019,3251.5993909402364,7,2024,6,2,June,Moyen (80-150 m²),Medium,Market Standard
ANO000548,2023-06-04,Beau Bureau Casablanca,casablanca,inconnu,bureau,vente,1764888.22,116.81,0,0,7,2006,15109.050766201522,20,2023,6,2,June,Moyen (80-150 m²),Luxury,Market Standard
ANO000807,2023-03-06,Appartement 51m² Centre,oujda,centre,appartement,location,2387.53,51.84,2,1,1,2011,46.05574845679013,15,2023,3,1,March,Petit (< 80 m²),Economy,Market Standard
ANO000018,2023-09-12,Appartement 68m² Talborjt,agadir,talborjt,appartement,vente,503790.13,68.08,2,1,1,2014,7399.972532314924,12,2023,9,3,September,Petit (< 80 m²),High standard,Market Standard
ANO000425,2023-07-20,Beau Villa Casablanca,casablanca,ain diab,villa,location,6615.37,224.69,5,2,0,2018,29.442209266099958,8,2023,7,3,July,Grand (> 150 m²),Economy,Market Standard
ANO000318,2023-05-27,Duplex à location - Meknès,meknès,inconnu,duplex,location,8044.93,87.42,3,1,6,2021,92.0261953786319,5,2023,5,2,May,Moyen (80-150 m²),Economy,Market Standard
ANO000174,2023-09-19,Beau Duplex Kenitra,kenitra,inconnu,duplex,vente,2250832.27,66.53,3,2,1,2014,33831.83932060724,12,2023,9,3,September,Petit (< 80 m²),Luxury,Market Standard
ANO000678,2023-01-24,Villa à vente - Tétouan,tétouan,inconnu,villa,vente,1713226.9,288.11,4,2,0,2014,5946.433306723126,12,2023,1,1,January,Grand (> 150 m²),Medium,Market Standard
ANO000796,2023-08-17,Appartement moderne Kenitra,kenitra,hay essalam,appartement,vente,458980.56,79.24,2,2,3,2002,5792.283695103483,24,2023,8,3,August,Petit (< 80 m²),Medium,Market Standard
ANO001262,2023-01-10,Terrain à location - Meknès,meknès,inconnu,terrain,location,1793.32,355.72,0,0,0,2005,5.041380861351624,21,2023,1,1,January,Grand (> 150 m²),Economy,Market Standard
ANO001204,2023-04-06,Appartement à vente - Tétouan,tétouan,m'diq,appartement,vente,30000.0,85.85,2,2,4,2010,349.4467093768201,16,2023,4,2,April,Moyen (80-150 m²),Medium,Market Standard
ANO000394,2023-02-02,Villa moderne Marrakech,marrakech,medina,villa,location,17378.46,264.39,4,2,0,2008,65.73039827527516,18,2023,2,1,February,Grand (> 150 m²),Economy,Market Standard
ANO000284,2024-05-24,Bureau moderne Marrakech,marrakech,gueliz,bureau,vente,987601.22,95.07,0,0,0,2005,10388.147891027664,21,2024,5,2,May,Moyen (80-150 m²),Medium,Market Standard
ANO000535,2023-04-12,Beau Appartement Fès,fès,ville nouvelle,appartement,vente,472484.3,65.02,2,2,6,1992,7266.753306674869,34,2023,4,2,April,Petit (< 80 m²),Medium,Market Standard
ANO001371,2023-08-17,Appartement moderne Tanger,tanger,iberia,appartement,vente,687523.62,65.57,3,2,3,2022,10485.338111941437,4,2023,8,3,August,Petit (< 80 m²),Luxury,Market Standard
ANO000066,2023-02-10,Beau Villa Tanger,tanger,inconnu,villa,vente,2392658.69,179.29,5,2,0,2011,13345.18762898098,15,2023,2,1,February,Grand (> 150 m²),High standard,Market Standard
ANO000758,2024-08-13,Villa à vente - Meknès,meknès,inconnu,villa,vente,1956385.72,195.94,5,3,0,2012,9984.616311115647,14,2024,8,3,August,Grand (> 150 m²),Medium,Market Standard
ANO001235,2023-01-31,Beau Appartement Oujda,oujda,inconnu,appartement,location,6533.89,64.08,3,1,3,2011,101.96457553058677,15,2023,1,1,January,Petit (< 80 m²),Economy,Market Standard
ANO000422,2023-05-31,Villa 263m² Tétouan,tétouan,inconnu,villa,location,18475.96,263.55,6,4,0,1998,70.10419275279833,28,2023,5,2,May,Grand (> 150 m²),Economy,Market Standard
ANO000251,2024-02-08,Villa 141m² Tétouan,tétouan,inconnu,villa,vente,4615150.13,141.87,4,2,0,2010,32530.839007542116,16,2024,2,1,February,Moyen (80-150 m²),Luxury,Market Standard
ANO001315,2023-12-19,Bureau à location - Fès,fès,medina,bureau,location,3844.84,24.39,0,0,4,1993,157.640016400164,33,2023,12,4,December,Petit (< 80 m²),Economy,Market Standard
ANO000340,2023-09-24,Appartement moderne Rabat,rabat,hassan,appartement,location,1967.73,76.99,4,3,2,2006,25.558254318742694,20,2023,9,3,September,Petit (< 80 m²),Economy,Market Standard
ANO001489,2024-02-08,Duplex moderne Casablanca,casablanca,non spécifié,duplex,vente,1451990.2,92.18,4,2,5,2012,15751.683662399651,14,2024,2,1,February,Moyen (80-150 m²),Medium,Market Standard
ANO000243,2023-02-25,Bureau 133m² Centre Ville,tanger,centre ville,bureau,location,120.0,133.9,0,0,5,2005,0.8961911874533234,21,2023,2,1,February,Moyen (80-150 m²),Economy,Market Standard
ANO000846,2024-01-08,Villa moderne Oujda,oujda,hay qods,villa,vente,2052455.04,328.07,6,3,0,2017,6256.149724144238,9,2024,1,1,January,Grand (> 150 m²),Medium,Market Standard
ANO000369,2023-11-11,Beau Villa Meknès,meknès,hamria,villa,vente,2754091.41,166.81,4,3,0,2014,16510.349559378934,12,2023,11,4,November,Grand (> 150 m²),High standard,Market Standard
ANO000962,2024-02-29,Appartement à location - Casablanca,casa,californie,appartement,location,2419.69,16.31,2,1,3,1992,148.35622317596568,34,2024,2,1,February,Petit (< 80 m²),Economy,Exception (Luxury/Grand)
ANO001119,2024-08-10,Appartement moderne Marrakech,marrakech,targa,appartement,vente,478742.63,80.86,2,2,1,2010,5920.636037595845,16,2024,8,3,August,Moyen (80-150 m²),Medium,Market Standard
ANO000024,2024-03-29,Appartement moderne Tétouan,tétouan,inconnu,appartement,location,1890.34,94.03,2,2,4,2022,20.10358396256514,4,2024,3,1,March,Moyen (80-150 m²),Economy,Market Standard
ANO001170,2023-01-05,Villa 290m² Marrakech,marrakech,inconnu,villa,vente,2169498.01,290.02,4,3,0,2005,7480.511723329425,21,2023,1,1,January,Grand (> 150 m²),Medium,Market Standard
ANO001023,2024-07-08,Appartement à vente - Agadir,agadir,hay mohammadi,appartement,vente,760591.97,85.46,1,1,0,2011,8899.976246197051,15,2024,7,3,July,Moyen (80-150 m²),Luxury,Market Standard
ANO000707,2024-06-09,Appartement moderne Casablanca,casablanca,maarif,appartement,vente,242519.96,80.22,3,2,2,2024,3023.185739217153,2,2024,6,2,June,Moyen (80-150 m²),Medium,Market Standard
ANO000405,2023-06-05,Appartement moderne Meknès,meknès,hamria,appartement,location,6850.55,107.37,1,1,2,2007,63.80320387445283,19,2023,6,2,June,Moyen (80-150 m²),Economy,Market Standard
ANO000234,2024-05-12,Villa moderne Tanger,tanger,inconnu,villa,vente,5722646.8,208.18,5,2,0,2018,27488.936497261984,8,2024,5,2,May,Grand (> 150 m²),Luxury,Market Standard
ANO000928,2024-08-19,Beau Duplex Fès,fès,inconnu,duplex,vente,1410140.86,89.84,4,2,6,1984,15696.136019590384,42,2024,8,3,August,Moyen (80-150 m²),Medium,Market Standard
ANO000403,2024-11-04,Appartement à location - Agadir,agadir,centre,appartement,location,1863.04,68.43,4,2,1,1998,27.225485897997952,28,2024,11,4,November,Petit (< 80 m²),Economy,Market Standard
ANO000812,2024-01-17,Villa à vente - Kenitra,kenitra,centre,villa,vente,2112822.87,268.02,6,3,0,2007,7883.079135885383,19,2024,1,1,January,Grand (> 150 m²),Medium,Market Standard
ANO000430,2024-12-05,Appartement moderne Rabat,rabat,agdal,appartement,vente,610958.96,57.42,3,2,2,1967,10640.176941832113,59,2024,12,4,December,Petit (< 80 m²),High standard,Market Standard
ANO000639,2024-03-08,Appartement 71m² Tétouan,tétouan,inconnu,appartement,location,1335.49,71.43,1,1,1,2003,18.696486070278592,23,2024,3,1,March,Petit (< 80 m²),Economy,Market Standard
ANO000137,2024-10-27,Villa 291m² Souissi,rabat,souissi,villa,location,9040.59,291.16,4,3,0,2010,31.050247286715205,16,2024,10,4,October,Grand (> 150 m²),Economy,Market Standard
ANO000978,2023-05-18,Villa à vente - Fès,fès,medina,villa,vente,1972230.24,178.86,5,2,0,2014,11026.670244884266,12,2023,5,2,May,Grand (> 150 m²),Medium,Market Standard
ANO001245,2023-11-01,Villa moderne Fès,fès,medina,villa,location,4763.02,261.61,4,3,0,2011,18.206567027254312,15,2023,11,4,November,Grand (> 150 m²),Economy,Market Standard
ANO000771,2023-09-28,Appartement 129m² Talborjt,agadir,talborjt,appartement,vente,511519.88,129.88,3,1,2,2011,3938.403757314444,15,2023,9,3,September,Moyen (80-150 m²),High standard,Market Standard
ANO000534,2023-04-10,Appartement à vente - Tanger,tanger,iberia,appartement,vente,462639.65,80.43,2,1,7,2020,5752.078204650006,6,2023,4,2,April,Moyen (80-150 m²),Medium,Market Standard
ANO000441,2024-11-29,Beau Villa Marrakech,marrakech,targa,villa,location,24339.9,292.38,3,1,0,2009,83.24748614816336,17,2024,11,4,November,Grand (> 150 m²),Medium,Market Standard
ANO001151,2024-05-07,Beau Appartement Kenitra,kenitra,inconnu,appartement,location,1970.73,53.62,1,1,3,2008,36.753636702722865,18,2024,5,2,May,Petit (< 80 m²),Economy,Market Standard
ANO000179,2023-01-30,Beau Appartement Marrakech,marrakech,targa,appartement,vente,471779.67,86.18,3,1,8,2003,5474.352169877001,23,2023,1,1,January,Moyen (80-150 m²),Medium,Market Standard
ANO000855,2023-12-20,Beau Bureau Marrakech,marrakech,medina,bureau,location,3319.32,130.22,0,0,4,2002,25.490093687605594,24,2023,12,4,December,Moyen (80-150 m²),Economy,Market Standard
ANO001148,2023-01-27,Beau Appartement Tanger,tanger,iberia,appartement,vente,1754350.97,88.52,4,3,4,2022,19818.69600090375,4,2023,1,1,January,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000075,2024-07-13,Terrain 106m² Medina,fès,medina,terrain,vente,1005878.06,106.47,0,0,0,2001,9447.525687987227,25,2024,7,3,July,Moyen (80-150 m²),Luxury,Market Standard
ANO001313,2024-11-09,Villa moderne Kenitra,kenitra,centre,villa,vente,30000.0,143.38,3,1,0,2007,209.23420281768728,19,2024,11,4,November,Moyen (80-150 m²),Medium,Market Standard
ANO000851,2024-10-12,Beau Bureau Marrakech,marrakech,medina,bureau,vente,565606.68,44.8,0,0,3,2024,12625.149107142859,2,2024,10,4,October,Petit (< 80 m²),Medium,Market Standard
ANO000399,2024-04-06,Appartement à vente - Marrakech,marrakech,inconnu,appartement,vente,358840.75,96.01,2,1,2,2010,3737.535152588272,16,2024,4,2,April,Moyen (80-150 m²),Medium,Market Standard
ANO000530,2024-04-11,Villa moderne Fès,fès,ville nouvelle,villa,vente,5449458.24,183.79,4,3,0,2001,29650.461069699115,25,2024,4,2,April,Grand (> 150 m²),Luxury,Market Standard
ANO000194,2024-09-25,Appartement moderne Rabat,rabat,ocean,appartement,location,2749.0,93.46,3,2,4,1993,29.41365289963621,33,2024,9,3,September,Moyen (80-150 m²),Economy,Market Standard
ANO001373,2024-05-15,Appartement à vente - Tanger,tanger,iberia,appartement,vente,520876.15,37.75,2,2,3,2006,13798.043708609272,20,2024,5,2,May,Petit (< 80 m²),High standard,Market Standard
ANO001104,2024-04-23,Appartement moderne Tétouan,tétouan,m'diq,appartement,location,2199.85,55.45,2,2,5,2013,39.672678088367896,13,2024,4,2,April,Petit (< 80 m²),Economy,Market Standard
ANO000022,2023-10-18,Appartement à location - Kenitra,kenitra,inconnu,appartement,location,6086.07,105.31,2,1,9,2020,57.79194758332542,6,2023,10,4,October,Moyen (80-150 m²),Economy,Market Standard
ANO000400,2024-11-03,Appartement à location - Tanger,tanger,inconnu,appartement,location,8883.98,90.6,1,1,0,2020,98.05717439293598,6,2024,11,4,November,Moyen (80-150 m²),Medium,Market Standard
ANO000908,2023-07-22,Villa 165m² Ville Nouvelle,meknès,ville nouvelle,villa,vente,1947126.65,165.29,5,3,0,2021,11780.0632222155,5,2023,7,3,July,Grand (> 150 m²),Medium,Market Standard
ANO000524,2024-01-26,Appartement à vente - Oujda,oujda,centre,appartement,vente,1788378.93,104.86,2,2,3,1999,17054.920179286666,27,2024,1,1,January,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000945,2024-01-17,Villa moderne Kenitra,kenitra,hay essalam,villa,vente,8344333.15,8.0,4,2,0,2008,1043041.64375,18,2024,1,1,January,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO001474,2024-08-20,Beau Appartement Meknès,meknès,ville nouvelle,appartement,vente,283798.27,119.24,3,1,1,2001,2380.059292183831,25,2024,8,3,August,Moyen (80-150 m²),Medium,Market Standard
ANO000542,2023-02-16,Villa à vente - Agadir,agadir,hay mohammadi,villa,vente,1865927.96,399.86,5,2,0,2018,4666.453158605512,8,2023,2,1,February,Grand (> 150 m²),Medium,Market Standard
ANO000892,2023-05-11,Appartement à location - Rabat,rabat,inconnu,appartement,location,7137.85,59.79,3,2,0,1970,119.38200367954508,56,2023,5,2,May,Petit (< 80 m²),Economy,Market Standard
ANO000027,2023-09-24,Appartement à location - Meknès,meknès,ville nouvelle,appartement,location,2244.05,35.31,2,1,4,2008,63.55281789861229,18,2023,9,3,September,Petit (< 80 m²),Economy,Market Standard
ANO001213,2023-10-13,Appartement à location - Marrakech,marrakech,medina,appartement,location,7457.4,94.25,3,2,9,2009,79.1236074270557,17,2023,10,4,October,Moyen (80-150 m²),Economy,Market Standard
